### task_name: henon
### 5 0
### input_signal_factor [2.10531e-312, 2.31584e-311]
function_name,seed,unit_size,p,input_singal_factor,input_gain,feed_gain,lm,train_nmse,nmse,test_nmse,test_nrmse
TDE_ikeda,1,20,0.7000,10.0000,1.0500,0.2200,0.0000,0.47262673,0.50980472,0.48536466,0.69668118
TDE_ikeda,1,20,0.8000,12.0000,0.8000,0.3600,5.0000,0.52586903,0.52546380,0.50411713,0.71001206
TDE_ikeda,1,20,0.9000,8.0000,1.2000,0.2400,5.0000,0.48834290,0.48753591,0.47087605,0.68620408
TDE_ikeda,1,20,1.0000,10.0000,0.8500,0.4000,0.0000,0.44318160,0.45531330,0.46274775,0.68025565
TDE_ikeda,2,20,0.0000,0.0000,0.7500,0.2200,0.0000,0.99995128,1.00009147,1.00029835,1.00014916
TDE_ikeda,2,20,0.1000,10.0000,0.9500,0.2200,0.0000,0.80606821,0.78528934,0.82268108,0.90701768
TDE_ikeda,2,20,0.2000,8.0000,1.2000,0.3400,1.0000,0.69594258,0.68503585,0.70177562,0.83772049
TDE_ikeda,2,20,0.3000,10.0000,0.9500,0.2600,0.0000,0.63258770,0.62584785,0.62314512,0.78939541
TDE_ikeda,2,20,0.4000,12.0000,0.8000,0.2400,0.0000,0.60629724,0.60595926,0.59396704,0.77069257
TDE_ikeda,2,20,0.5000,12.0000,0.8500,0.2800,0.0000,0.55721900,0.57104224,0.54274848,0.73671465
TDE_ikeda,2,20,0.6000,14.0000,0.7500,0.3600,2.0000,0.44918298,0.50919181,0.46929387,0.68505027
TDE_ikeda,2,20,0.7000,8.0000,1.2000,0.3600,5.0000,0.50605587,0.51235218,0.49630437,0.70448873
TDE_ikeda,2,20,0.8000,10.0000,0.9500,0.2400,4.0000,0.49983377,0.52371704,0.49933084,0.70663345
TDE_ikeda,2,20,0.9000,12.0000,0.8000,0.3800,3.0000,0.46701227,0.49023907,0.46331298,0.68067098
TDE_ikeda,2,20,1.0000,10.0000,1.0000,0.2400,2.0000,0.47927351,0.49048264,0.48576313,0.69696709
