### task_name: laser
### 1 0
### input_signal_factor [2.18002e-312, 2.39802e-311]
function_name,seed,unit_size,p,input_singal_factor,input_gain,feed_gain,lm,train_nmse,nmse,test_nmse,test_nrmse
TDE_ikeda,1,50,0.7000,0.8000,0.9800,0.4000,0.0000,0.00551693,0.00566938,0.01314061,0.11463249
TDE_ikeda,1,50,0.8000,0.6000,0.9800,0.4000,0.0000,0.00644941,0.00627027,0.01374298,0.11723046
TDE_ikeda,1,50,0.9000,1.0000,0.8200,0.4000,0.0000,0.00700178,0.00757913,0.01797305,0.13406361
TDE_ikeda,1,50,1.0000,0.8000,0.8600,0.3600,0.0000,0.00893877,0.00966667,0.01549431,0.12447614
TDE_ikeda,2,50,0.0000,0.6000,0.7400,0.2200,2.0000,0.99943699,0.99938384,0.99932960,0.99966475
TDE_ikeda,2,50,0.1000,1.2000,0.9000,0.3600,0.0000,0.01334872,0.01246993,0.02167699,0.14723106
TDE_ikeda,2,50,0.2000,1.4000,0.7400,0.3400,0.0000,0.00658301,0.00681195,0.01534903,0.12389121
TDE_ikeda,2,50,0.3000,1.4000,0.7400,0.3000,0.0000,0.00611047,0.00536039,0.01398774,0.11826980
TDE_ikeda,2,50,0.4000,0.8000,1.1000,0.4000,0.0000,0.00513138,0.00482379,0.01272162,0.11279017
TDE_ikeda,2,50,0.5000,0.8000,1.0200,0.3800,0.0000,0.00608934,0.00529924,0.01425154,0.11937982
TDE_ikeda,2,50,0.6000,1.2000,0.9000,0.3800,0.0000,0.00496388,0.00572453,0.01854049,0.13616347
TDE_ikeda,2,50,0.7000,0.8000,0.9400,0.4000,0.0000,0.00616887,0.00638453,0.01296306,0.11385544
TDE_ikeda,2,50,0.8000,1.0000,1.0600,0.4000,0.0000,0.00665687,0.00641047,0.01391129,0.11794614
TDE_ikeda,2,50,0.9000,1.4000,0.8600,0.4000,0.0000,0.00681156,0.00786795,0.01722501,0.13124410
TDE_ikeda,2,50,1.0000,1.0000,0.9800,0.4000,0.0000,0.00795912,0.00876269,0.01533028,0.12381550
