### task_name: narma
### 20 0
### input_signal_factor [0.002, 0.052]
### weight_factor [0.1, 1.1]
function_name,seed,unit_size,p,input_singal_factor,bias_factor,weight_factor,lm,train_nmse,nmse,test_nmse
gauss,1,100,0.6000,0.0020,0.4000,0.9200,0.0000,0.13642850,0.13457406,0.15357410
gauss,1,100,0.7000,0.0020,0.8000,0.9200,0.0000,0.13549620,0.15135700,0.15329069
gauss,1,100,0.8000,0.0020,0.0000,0.8500,2.0000,0.14224723,0.14922577,0.15571962
gauss,1,100,0.9000,0.0020,0.0000,0.8500,2.0000,0.14290919,0.15746717,0.16165258
gauss,1,100,1.0000,0.0020,1.2000,0.9200,0.0000,0.14589884,0.15091196,0.16970833
gauss,2,100,0.0000,0.0520,1.2000,0.9200,0.0000,0.13480864,0.13148585,0.14582260
gauss,2,100,0.1000,0.0070,0.8000,0.7100,1.0000,0.13313420,0.12911193,0.14842277
gauss,2,100,0.2000,0.0020,0.8000,0.9200,0.0000,0.12177391,0.13003182,0.14614313
gauss,2,100,0.3000,0.0020,0.8000,0.9900,0.0000,0.11978882,0.13001534,0.13849898
gauss,2,100,0.4000,0.0020,0.8000,0.9200,0.0000,0.11970406,0.13896861,0.14607530
gauss,2,100,0.5000,0.0020,0.4000,0.9200,0.0000,0.12238951,0.13048080,0.14772368
gauss,2,100,0.6000,0.0020,0.4000,0.8500,0.0000,0.12931905,0.12793893,0.14991426
gauss,2,100,0.7000,0.0020,0.4000,0.9200,1.0000,0.12367946,0.12951786,0.14007942
gauss,2,100,0.8000,0.0020,0.0000,0.7100,0.0000,0.13743096,0.14617670,0.16118264
gauss,2,100,0.9000,0.0020,0.0000,0.8500,1.0000,0.12822500,0.14040382,0.14481428
gauss,2,100,1.0000,0.0070,0.8000,0.9200,5.0000,0.15256941,0.15156880,0.17228204
oddsinc,0,100,0.0000,0.0520,0.0000,0.9200,0.0000,0.13510583,0.13443776,0.14706937
oddsinc,0,100,0.1000,0.0170,1.2000,0.9200,0.0000,0.12511538,0.12695442,0.14805258
oddsinc,0,100,0.2000,0.0170,0.8000,0.9900,3.0000,0.12781581,0.12396660,0.14306877
oddsinc,0,100,0.3000,0.0020,0.8000,0.9200,1.0000,0.12550264,0.11799960,0.13801176
oddsinc,0,100,0.4000,0.0020,0.8000,1.1300,2.0000,0.12671589,0.12381423,0.14200181
oddsinc,0,100,0.5000,0.0070,1.2000,0.9900,2.0000,0.12969835,0.13358445,0.15182483
oddsinc,0,100,0.6000,0.0020,1.6000,0.9200,1.0000,0.12142819,0.11788660,0.14275865
oddsinc,0,100,0.7000,0.0020,2.0000,0.9900,1.0000,0.12659688,0.13463986,0.14173618
oddsinc,0,100,0.8000,0.0020,1.2000,0.8500,0.0000,0.12713683,0.12658081,0.14040293
oddsinc,0,100,0.9000,0.0020,1.2000,0.8500,1.0000,0.13168682,0.13446332,0.14651371
oddsinc,0,100,1.0000,0.0020,1.2000,0.8500,2.0000,0.12441082,0.12307090,0.14292111
oddsinc,1,100,0.0000,0.0270,0.0000,0.8500,5.0000,0.13666777,0.12927411,0.14431292
oddsinc,1,100,0.1000,0.0020,0.4000,0.9200,3.0000,0.13742001,0.12812082,0.14406037
oddsinc,1,100,0.2000,0.0070,0.8000,0.9200,1.0000,0.12579066,0.12041538,0.14157397
oddsinc,1,100,0.3000,0.0020,0.0000,0.8500,2.0000,0.13437209,0.12913616,0.14598246
oddsinc,1,100,0.4000,0.0070,0.4000,0.8500,1.0000,0.12595926,0.11558631,0.13957658
oddsinc,1,100,0.5000,0.0070,0.4000,0.7800,0.0000,0.12300602,0.12308066,0.14582326
oddsinc,1,100,0.6000,0.0020,1.6000,0.9200,0.0000,0.11653131,0.12435871,0.13619806
