### task_name: narma
### 10 0
### input_signal_factor [2.63843e-312, 2.90227e-311]
function_name,seed,unit_size,p,input_singal_factor,input_gain,feed_gain,lm,train_nmse,nmse,test_nmse,test_nrmse
STD_ikeda,1,100,0.8000,0.5500,0.5100,0.9800,0.0000,0.06902096,0.07461646,0.07227900,0.05133953
STD_ikeda,1,100,0.9000,0.5400,0.4500,0.9800,0.0000,0.07532608,0.07789227,0.08520046,0.05218070
STD_ikeda,1,100,1.0000,0.5600,0.4500,0.9600,0.0000,0.07725519,0.08444603,0.07912097,0.05123413
STD_ikeda,2,100,0.0000,0.5000,0.3300,0.9200,9.0000,0.99474385,1.00624036,0.99465608,inf
STD_ikeda,2,100,0.1000,0.5600,0.5700,1.1000,1.0000,0.12846852,0.12696344,0.12570457,0.06681087
STD_ikeda,2,100,0.2000,0.5700,0.3900,0.9600,0.0000,0.09010269,0.08894234,0.09306625,0.05673636
STD_ikeda,2,100,0.3000,0.5300,0.5700,1.0200,0.0000,0.07835836,0.08088174,0.08597908,0.05268683
STD_ikeda,2,100,0.4000,0.5000,0.5400,1.0000,0.0000,0.07194098,0.07752875,0.07627331,0.05286154
STD_ikeda,2,100,0.5000,0.5700,0.3600,0.9200,0.0000,0.06961835,0.07492783,0.07048783,0.05276509
STD_ikeda,2,100,0.6000,0.5800,0.4800,0.9600,0.0000,0.06759136,0.07551161,0.06839041,0.04868785
STD_ikeda,2,100,0.7000,0.5900,0.4800,1.0200,0.0000,0.06560394,0.07521368,0.06741560,0.04854672
STD_ikeda,2,100,0.8000,0.5700,0.3900,0.9400,0.0000,0.07096469,0.07524049,0.07203947,0.05225688
STD_ikeda,2,100,0.9000,0.5500,0.4500,0.9800,0.0000,0.07183380,0.07610433,0.07812309,0.05360906
STD_ikeda,2,100,1.0000,0.6000,0.5700,1.0000,0.0000,0.07263051,0.07928797,0.07600316,0.04989873
